name,artists,release_date,genres,common_genre,duration,popularity,source_genre,lines_count,word_count,unique_words,stopwords_count,avg_word_length,chorus_count,verse_count,neg,neu,pos,compound
Levitating,Dua Lipa,2020-03-27,"['dance pop', 'pop', 'uk pop']",pop,203807,85,Dance,26,161,102,77,4.186335403726708,1,1,0.0,0.851,0.149,0.9551
Cash In Cash Out,Pharrell Williams,2022-06-10,"['dance pop', 'pop']",pop,216135,76,Dance,163,1022,431,427,3.8307240704500978,2,1,0.094,0.82,0.086,-0.7692
Padam Padam,Kylie Minogue,2023-05-18,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",pop,166266,83,Dance,72,304,99,125,3.7401315789473686,1,2,0.0,0.959,0.041,0.8591
Lean On,Major Lazer,2015-11-27,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",pop,176561,77,Dance,63,339,100,140,3.669616519174041,1,3,0.19,0.665,0.145,-0.9338
Slide (feat. Frank Ocean & Migos),Calvin Harris,2017-06-30,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",dance,230813,78,Dance,76,556,236,239,4.169064748201439,2,1,0.042,0.82,0.137,0.9936
SexyBack (feat. Timbaland),Justin Timberlake,2006-09-12,"['dance pop', 'pop']",pop,242733,81,Dance,186,816,134,321,3.5588235294117645,2,3,0.031,0.792,0.177,0.9989
Glamorous,Fergie,2006-09-13,"['dance pop', 'pop']",pop,246573,73,Dance,107,579,248,236,4.435233160621761,0,3,0.105,0.666,0.23,0.9968
Latch,Disclosure,2013-06-03,"['edm', 'house', 'indietronica', 'uk dance']",dance,255866,74,Dance,23,130,72,70,3.8615384615384616,1,1,0.0,0.9,0.1,0.9186
We Belong Together,Mariah Carey,2005-04-12,"['dance pop', 'pop', 'urban contemporary']",pop,201400,74,Dance,67,503,210,238,4.254473161033797,1,2,0.105,0.836,0.06,-0.9807
Gimme More,Britney Spears,2007-10-25,"['dance pop', 'pop']",pop,251240,83,Dance,130,497,170,227,4.879275653923541,1,3,0.045,0.898,0.057,0.6712
